course_title,url,is_paid,price,num_subscibers,num_reviews,num_lectures,level,content_duration,subject,published_date,year,month,day
WEB DEVELOPMENT,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjqhbW-1ICGAxUBIYMDHcFOASUYABAAGgJzZg&ae=2&dsh=1&ase=3&agsac=w1wy7X8gOl0&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbTOGjQIVRlO0bmNubKyZETRAkegwuKHPgE70i2BHMGXHhif6LmStgaAgxXEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvviUuGou8_ug2E8rA2p7jy51926iHNpmOw7ar8LV1O_XZA1sy_tCoooQP4aUTG1BGgIlW_D_BwE&ei=ks08Zt6MKtWdseMPz-CiuAE&ohost=www.google.com&cid=CAESwwHg9mHuJplyj1CrAQfEz870Zi9w9OJ1YTTpi6gCZZaD8t6QGRao5kdu_jWwhYjWSeTBaYVKr3ah1opvnb69u7oNZP2JjgkoVusY65vs_IFMX0-oDvmSFEJEFrtxnuaEYiZRKmjQfHZDMel27l7sgVtAHE3OL2knrtVfCMlQQmz_bBcR9UIWcnjzFxxhzNL1ikOxsqNCHdyieSpU61aDjT_H-rcFQs2K-PWm0qajvy_SJTa8SaPzrDXZisvCwkY80Zzbg84&sig=AOD64_3aztIdCY3OWqzbr62FpyjekRaubQ&q&sqi=2&adurl&ved=2ahUKEwjena6-1ICGAxXVTmwGHU-wCBcQ0Qx6BAgMEAE&nis=12&uk=1715260843091&ms=CoACu4xzKzVV_-1hlMyQfq9P-zYPp5S6o6IIzB3Jev6hNvGKYkeBVRj_BRGWTwb2X634n8g6hL4N63-twZ-mm02yW9szS0kWm0fbkBYdxBxfa0K0L66D9qSqTOsl16jM7EgM_ABFPU7M7T1PlLBfn9CF0PGLwaQ0THy7Vl7XR79lc_HnCw0zrnB_gJgFqemP-mSTTAnPsgq4TwdTvzLk5C4mHJ3aCUsuN_Un6NVOCzvB0qtA7uSHg567PU9YvJdYNwBQz5Dsse5YLa3MifD4PJtyx5ydG-UTLvObluMOOWO_IUUifbLn4KebW5ziwXQ9s0Rvwqt8pSTCIImMH10qy8rqIAqAApM2HhYqptXgUwhoWOa7TWgzj6Rr_tt1zOUeFCmByM07Q0Gc2todJKtqpbAENrPelZimz2gU2I8FPKQFvZlYlYtvAs68IN3wXx3P8-noNw5zW874qiTFcWj1cGOOirriwS5v-PIdegBr1lvQd0TNb_FtpSW_61TEsqNu5zUx0mIY7AqQlN6kYICrJbMpZlpWZItv8KnaAr7JGRlTOOpqn_Mn_QZ9Z5yD9FZYa4JQC46surURovQEykTbDiqAFPHeut6gwPmHHxS0dxbLHS8T3kQjzA2_H3PuIblrisV0RZT2KtfDX16DOrpkY6Y0wWGOEQ-i6dxU6gzJeL2ppW1FQtMSEO3Mzm3eeYR6q52kqzWdTNo&dct=1,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,02-05-2022,2022,2,5
WEB DEVELOPMENT,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjqhbW-1ICGAxUBIYMDHcFOASUYABABGgJzZg&ae=2&dsh=1&ase=3&agsac=Z8oDtNZ3Qe4&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZeACULIyEZwShI543F70vaw3RXXB7jSJTSk7N1v25cS_XnLcCj_QoaAgnuEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvqmIZwC3d4PToxRleElS4ibmmvHMhqaUS-TFfMvkBjJ-MjCTgAL0ob_N3Jvqh2iRGgKxEfD_BwE&ei=ks08Zt6MKtWdseMPz-CiuAE&ohost=www.google.com&cid=CAESwwHg9mHuJplyj1CrAQfEz870Zi9w9OJ1YTTpi6gCZZaD8t6QGRao5kdu_jWwhYjWSeTBaYVKr3ah1opvnb69u7oNZP2JjgkoVusY65vs_IFMX0-oDvmSFEJEFrtxnuaEYiZRKmjQfHZDMel27l7sgVtAHE3OL2knrtVfCMlQQmz_bBcR9UIWcnjzFxxhzNL1ikOxsqNCHdyieSpU61aDjT_H-rcFQs2K-PWm0qajvy_SJTa8SaPzrDXZisvCwkY80Zzbg84&sig=AOD64_13uJlVXnsHulp9gdZXuCoJBBo0MQ&q&sqi=2&adurl&ved=2ahUKEwjena6-1ICGAxXVTmwGHU-wCBcQ0Qx6BAgKEAE&nis=12&uk=1715260852824&ms=CoACpos3CG1nithot_qDb718_m87mKfjhJYhzB_VbOuAaPKWYQmgADjcIQClbS6_fezBgu8dpbo-oGf81_-Xxl2qWYYlKHpeiXL9gRc6_RBPDUPkDo-4srbvYuYHm53c2goasSASA17JvgtOtLF9i_TTyuit9ZYhfiOxEm6BYvJzJ-z6CBkn_1EiiJEDj_zb2HCmASzTr1u_WTUSiFj3_SwTGNXsX2h2MJMj5fQQKnLl6ItY-p2fip-jLRNL-JUYNAJE36WWk_ddB7eJjarLZK024sGqBPRXH7aJlvJvJHaJJ3draufN_LbfbMnynGlwhn9CiqwyljzmTZHRHXoTg-vFDAqAAu9hzpBlS_mN4JXS8QAF6XfcfzfDeb5xzqHWggRnDvbUB8IRpH1elwMZAfFT_pD4RJQWoDsXHClhCM-eXTpp106FxhUhUbcqIVkCIVuU4EERrcjWdbPZRLa-ArE4Lix_zv6ZDORH_5OeqoD6s6n7DZ-C0dhbUg6FUpHTVFnXLYWgmXNUqbkkafyYQ0mFQ8tWYEObH0QBU8bxpIzUfNMVco0a-I7LTeHuQrjQsqxS3x602ucCK-9fyyLtvNgI8YZ6q_-IfKa5YQQT3812JSk-Nefu8Xj_ZY2NAoYdelb9cWRBG4326KHk9zcvf4M4f1xA7Gs4bGO1tDcP8c9WO_XlZBYSEFpQhD00VDwcroU0gyVIpUY&dct=1,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,03-04-2023,2023,3,4
WEB DEVELOPMENT,https://www.coursera.org/courses?query=web%20development,TRUE,42000,233,332,20,ALL LEVEL,6 months,WEB DEVELOPMENT,03-05-2020,2020,3,5
WEB DEVELOPMENT,https://www.coursera.org/courses?query=web%20development,TRUE,42000,322,222,20,ALL LEVEL,6 months,WEB DEVELOPMENT,31-07-2023,2023,3,7
WEB DEVELOPMENT,https://www.udemy.com/,TRUE,42000,200,234,15,ALL LEVEL,6 months,WEB DEVELOPMENT,05-07-2022,2022,5,7
WEB DEVELOPMENT,https://www.udemy.com/topic/web-development/,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,3/22/2022,2022,3,22
WEB DEVELOPMENT,https://www.codecademy.com/catalog/subject/web-development,TRUE,42000,200,235,20,ALL LEVEL,6 months,WEB DEVELOPMENT,03-08-2022,2022,3,8
WEB DEVELOPMENT,https://www.codecademy.com/catalog/subject/web-development,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,02-05-2022,2022,2,5
WEB DEVELOPMENT,https://www.udemy.com/courses/development/web-development/,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,03-04-2023,2023,3,4
WEB DEVELOPMENT,https://www.edx.org/learn/web-development,TRUE,42000,222,124,15,ALL LEVEL,6 months,WEB DEVELOPMENT,10-08-2016,2016,1,8
WEB DEVELOPMENT,https://www.codingninjas.com/careercamp/professionals/?utm_source=google&utm_medium=[search]&utm_campaign=20864935327_160311875161_b_web%20developer%20course_,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,02-05-2015,2015,2,5
WEB DEVELOPMENT,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjqhbW-1ICGAxUBIYMDHcFOASUYABAAGgJzZg&ae=2&dsh=1&ase=3&agsac=w1wy7X8gOl0&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbTOGjQIVRlO0bmNubKyZETRAkegwuKHPgE70i2BHMGXHhif6LmStgaAgxXEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvviUuGou8_ug2E8rA2p7jy51926iHNpmOw7ar8LV1O_XZA1sy_tCoooQP4aUTG1BGgIlW_D_BwE&ei=ks08Zt6MKtWdseMPz-CiuAE&ohost=www.google.com&cid=CAESwwHg9mHuJplyj1CrAQfEz870Zi9w9OJ1YTTpi6gCZZaD8t6QGRao5kdu_jWwhYjWSeTBaYVKr3ah1opvnb69u7oNZP2JjgkoVusY65vs_IFMX0-oDvmSFEJEFrtxnuaEYiZRKmjQfHZDMel27l7sgVtAHE3OL2knrtVfCMlQQmz_bBcR9UIWcnjzFxxhzNL1ikOxsqNCHdyieSpU61aDjT_H-rcFQs2K-PWm0qajvy_SJTa8SaPzrDXZisvCwkY80Zzbg84&sig=AOD64_3aztIdCY3OWqzbr62FpyjekRaubQ&q&sqi=2&adurl&ved=2ahUKEwjena6-1ICGAxXVTmwGHU-wCBcQ0Qx6BAgMEAE&nis=12&uk=1715260843091&ms=CoACu4xzKzVV_-1hlMyQfq9P-zYPp5S6o6IIzB3Jev6hNvGKYkeBVRj_BRGWTwb2X634n8g6hL4N63-twZ-mm02yW9szS0kWm0fbkBYdxBxfa0K0L66D9qSqTOsl16jM7EgM_ABFPU7M7T1PlLBfn9CF0PGLwaQ0THy7Vl7XR79lc_HnCw0zrnB_gJgFqemP-mSTTAnPsgq4TwdTvzLk5C4mHJ3aCUsuN_Un6NVOCzvB0qtA7uSHg567PU9YvJdYNwBQz5Dsse5YLa3MifD4PJtyx5ydG-UTLvObluMOOWO_IUUifbLn4KebW5ziwXQ9s0Rvwqt8pSTCIImMH10qy8rqIAqAApM2HhYqptXgUwhoWOa7TWgzj6Rr_tt1zOUeFCmByM07Q0Gc2todJKtqpbAENrPelZimz2gU2I8FPKQFvZlYlYtvAs68IN3wXx3P8-noNw5zW874qiTFcWj1cGOOirriwS5v-PIdegBr1lvQd0TNb_FtpSW_61TEsqNu5zUx0mIY7AqQlN6kYICrJbMpZlpWZItv8KnaAr7JGRlTOOpqn_Mn_QZ9Z5yD9FZYa4JQC46surURovQEykTbDiqAFPHeut6gwPmHHxS0dxbLHS8T3kQjzA2_H3PuIblrisV0RZT2KtfDX16DOrpkY6Y0wWGOEQ-i6dxU6gzJeL2ppW1FQtMSEO3Mzm3eeYR6q52kqzWdTNo&dct=1,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,05-01-2012,2012,5,1
WEB DEVELOPMENT,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjqhbW-1ICGAxUBIYMDHcFOASUYABABGgJzZg&ae=2&dsh=1&ase=3&agsac=Z8oDtNZ3Qe4&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZeACULIyEZwShI543F70vaw3RXXB7jSJTSk7N1v25cS_XnLcCj_QoaAgnuEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvqmIZwC3d4PToxRleElS4ibmmvHMhqaUS-TFfMvkBjJ-MjCTgAL0ob_N3Jvqh2iRGgKxEfD_BwE&ei=ks08Zt6MKtWdseMPz-CiuAE&ohost=www.google.com&cid=CAESwwHg9mHuJplyj1CrAQfEz870Zi9w9OJ1YTTpi6gCZZaD8t6QGRao5kdu_jWwhYjWSeTBaYVKr3ah1opvnb69u7oNZP2JjgkoVusY65vs_IFMX0-oDvmSFEJEFrtxnuaEYiZRKmjQfHZDMel27l7sgVtAHE3OL2knrtVfCMlQQmz_bBcR9UIWcnjzFxxhzNL1ikOxsqNCHdyieSpU61aDjT_H-rcFQs2K-PWm0qajvy_SJTa8SaPzrDXZisvCwkY80Zzbg84&sig=AOD64_13uJlVXnsHulp9gdZXuCoJBBo0MQ&q&sqi=2&adurl&ved=2ahUKEwjena6-1ICGAxXVTmwGHU-wCBcQ0Qx6BAgKEAE&nis=12&uk=1715260852824&ms=CoACpos3CG1nithot_qDb718_m87mKfjhJYhzB_VbOuAaPKWYQmgADjcIQClbS6_fezBgu8dpbo-oGf81_-Xxl2qWYYlKHpeiXL9gRc6_RBPDUPkDo-4srbvYuYHm53c2goasSASA17JvgtOtLF9i_TTyuit9ZYhfiOxEm6BYvJzJ-z6CBkn_1EiiJEDj_zb2HCmASzTr1u_WTUSiFj3_SwTGNXsX2h2MJMj5fQQKnLl6ItY-p2fip-jLRNL-JUYNAJE36WWk_ddB7eJjarLZK024sGqBPRXH7aJlvJvJHaJJ3draufN_LbfbMnynGlwhn9CiqwyljzmTZHRHXoTg-vFDAqAAu9hzpBlS_mN4JXS8QAF6XfcfzfDeb5xzqHWggRnDvbUB8IRpH1elwMZAfFT_pD4RJQWoDsXHClhCM-eXTpp106FxhUhUbcqIVkCIVuU4EERrcjWdbPZRLa-ArE4Lix_zv6ZDORH_5OeqoD6s6n7DZ-C0dhbUg6FUpHTVFnXLYWgmXNUqbkkafyYQ0mFQ8tWYEObH0QBU8bxpIzUfNMVco0a-I7LTeHuQrjQsqxS3x602ucCK-9fyyLtvNgI8YZ6q_-IfKa5YQQT3812JSk-Nefu8Xj_ZY2NAoYdelb9cWRBG4326KHk9zcvf4M4f1xA7Gs4bGO1tDcP8c9WO_XlZBYSEFpQhD00VDwcroU0gyVIpUY&dct=1,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,02-05-2022,2022,2,5
WEB DEVELOPMENT,https://www.coursera.org/courses?query=web%20development,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,03-04-2023,2023,3,4
WEB DEVELOPMENT,https://www.coursera.org/courses?query=web%20development,TRUE,42000,233,332,20,ALL LEVEL,6 months,WEB DEVELOPMENT,03-05-2020,2020,3,5
WEB DEVELOPMENT,https://www.udemy.com/,TRUE,42000,322,222,20,ALL LEVEL,6 months,WEB DEVELOPMENT,31-07-2023,2023,3,7
ARTIFICIAL INTELLIGENCE FULL COURSE | ARTIFICIAL INTELLIGENCE TUTORIAL FOR BEGINNERS | EDUREKA,https://youtu.be/JMUxmLyrhSk?si=-PSwEOrABiI72JMw,FALSE,0,3606883,888,1,BEGINNER,04:52:50,ARTIFICIAL INTELLIGENCE,2019-06-09,2019,6,9
HARVARD CS50’S ARTIFICIAL INTELLIGENCE WITH PYTHON – FULL UNIVERSITY COURSE,https://youtu.be/5NgNicANyqM?si=NIh5QwxhhX4ScP6V,FALSE,0,2116915,850,1,BEGINNER,11:52:21,ARTIFICIAL INTELLIGENCE,2023-08-10,2023,8,10
ARTIFICIAL INTELLIGENCE FULL COURSE 2024 | AI TUTORIAL FOR BEGINNERS ,https://www.youtube.com/live/MqffbpjhriQ?si=bpEqjJcMLMlgrpsK,FALSE,0,289316,139,1,BEGINNER,11:50:09,ARTIFICIAL INTELLIGENCE,2023-12-23,2023,12,23
ARTIFICIAL INTELLIGENCE TUTORIAL FOR BEGINNERS | EDUREKA,https://youtube.com/playlist?list=PL9ooVrP1hQOGHNaCT7_fwe9AabjZI1RjI&si=RWpXewM1OqDnngdE,FALSE,0,1219242,45222,56,BEGINNER,25:00:00,ARTIFICIAL INTELLIGENCE,2024-05-10,2024,5,10
ARTIFICIAL INTELLIGENCE FULL COURSE WITH PYTHON 2023,https://youtu.be/ELv2jDvgYkA?si=fMEstWXS-Lp3Aq4f,FALSE,0,16308,3,1,BEGINNER,10:36:50,ARTIFICIAL INTELLIGENCE,2023-10-10,2023,10,10
ARTIFICIAL INTELLIGENCE FULL COURSE 2024 ,https://www.youtube.com/live/JonnQuQDThc?si=dSOh4wLeMNTHhWuW,FALSE,0,255520,5,1,BEGINNER,10:50:07,ARTIFICIAL INTELLIGENCE,2024-02-06,2024,2,6
ARTIFICIAL INTELLIGENCE LIVE TRAINING 2023,https://www.youtube.com/live/kLqAGklbmq8?si=KSdAjEDCB5_7G4xP,FALSE,0,76970,4,1,BEGINNER,10:48:23,ARTIFICIAL INTELLIGENCE,2023-08-09,2023,8,9
ARTIFICIAL INTELLIGENCE FULL COURSE 2023,https://youtu.be/BaFz5q9Ffkg?si=abK61eM56XCgi4L0,FALSE,0,69202,16,1,BEGINNER,08:36:07,ARTIFICIAL INTELLIGENCE,2023-03-16,2023,3,16
 ARTIFICIAL INTELLIGENCE: PRINCIPLES AND TECHNIQUES,https://youtube.com/playlist?list=PLoROMvodv4rO1NB9TD4iUZ3qghGEGtqNX&si=y_kGESord3DRAjiX,FALSE,0,541313,67289,19,BEGINNER,19:00:00,ARTIFICIAL INTELLIGENCE,2023-03-06,2023,3,6
ARTIFICIAL INTELLIGENCE FULL COURSE 2024 ,https://youtu.be/DZAg-VM899c?si=4XLkjLRFO-GZwyUE,FALSE,0,32424,6,1,BEGINNER,11:16:13,ARTIFICIAL INTELLIGENCE,2023-11-22,2023,11,22
AI AND ML COURSE | ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING COURSE,https://www.youtube.com/live/tzzz8w53FV4?si=TKhc8spwuYZy3Ldf,FALSE,0,20077,20,1,BEGINNER,11:40:20,AI & ML,2023-11-25,2023,11,25
ARTIFICIAL INTELLIGENCE FULL COURSE IN 10 HOURS [2024],https://www.youtube.com/live/VOaoabf3LPM?si=mACsixmyTsYByaIy,FALSE,0,251802,50,1,BEGINNER,09:53:20,ARTIFICIAL INTELLIGENCE,2023-02-18,2023,2,18
FREE ARTIFICIAL INTELLIGENCE BASIC COURSE,https://youtube.com/playlist?list=PLxf3-FrL8GzTIQpnY_UyzDX6JK0_Kbe_t&si=A98hwm1c0yXgCXIk,FALSE,0,586734,3455,39,BEGINNER,39:00:00,ARTIFICIAL INTELLIGENCE,2024-01-10,2024,1,10
ARTIFICIAL INTELLIGENCE LECTURES HINDI,https://youtube.com/playlist?list=PLV8vIYTIdSnYsdt0Dh9KkD9WFEi7nVgbe&si=8y9WidZ8ioSS_NcX,FALSE,0,2804068,36289,81,BEGINNER,15:00:00,ARTIFICIAL INTELLIGENCE,2022-04-22,2022,4,22
ARTIFICIAL INTELLIGENCE ,https://youtube.com/playlist?list=PLxCzCOWd7aiHGhOHV-nwb0HR5US5GFKFI&si=MOb6yNkHOag9HB4A,FALSE,0,9558088,46793,55,BEGINNER,10:40:00,ARTIFICIAL INTELLIGENCE,2024-05-03,2024,5,3
COMPLETE AI ARTIFICIAL INTELLIGENCE IN ONE SHOT,https://youtu.be/yiXAmkimZRQ?si=pbI2NehDJGysfk5w,FALSE,0,12621,216,1,BEGINNER,05:44:36,ARTIFICIAL INTELLIGENCE,2024-04-30,2024,4,30
ETHICAL HACKING COURSE IN ONE SHOT ,https://youtu.be/UwELFh9u7Gg?si=nF7QnUsoVwedHUw_,FALSE,0,45154,98,1,BEGINNER,00:45:29,ETHICAL HACKING,2024-04-14,2024,4,14
ETHICAL HACKING FULL COURSE 2024 ,https://youtu.be/K6w3c6lJmQI?si=T5tcZfVpWgwomIOw,FALSE,0,29108,19,1,BEGINNER,10:47:41,ETHICAL HACKING,2023-12-02,2023,12,2
ETHICAL HACKING FULL COURSE - LEARN ETHICAL HACKING IN 10 HOURS ,https://youtu.be/dz7Ntp7KQGA?si=QNJ1O6Z_B5rAAQYg,FALSE,0,8486267,897,1,BEGINNER,09:56:18,ETHICAL HACKING,2019-09-29,2019,9,29
ETHICAL HACKING IN 15 HOURS - 2023 EDITION,https://youtu.be/3FNYvj2U0HM?si=o8k2DeTBvYgx7JUx,FALSE,0,2180849,1047,1,BEGINNER,07:14:29,ETHICAL HACKING,2022-12-10,2022,12,10
ETHICAL HACKING FULL COURSE FOR BEGINNERS IN 5 HOURS [PART-1]  - 2024,https://youtu.be/cKEf8H9cQGM?si=3A2NU4kGl1xPTOGu,FALSE,0,576846,815,1,BEGINNER,05:03:22,ETHICAL HACKING,2024-01-01,2024,1,1
ETHICAL HACKING - BASIC TO ADVANCE (HINDI/ URDU),https://youtube.com/playlist?list=PL1dx_7g6scPKn5_x2NJ6pONit1dJ1OaYU&si=A-f-NioBaZFJqlNS,FALSE,0,426920,5774,74,BEGINNER,18:50:00,ETHICAL HACKING,2022-05-12,2022,5,12
ETHICAL HACKING IN 10 HOURS FREE ,https://youtu.be/0CFQt7HC27Y?si=iwXNFmcaO110hiKU,FALSE,0,432647,948,1,BEGINNER,10:41:30,ETHICAL HACKING,2021-01-16,2021,1,16
MASTER JAVA COLLECTIONS FRAMEWORK IN 3 HOURS,https://youtu.be/VE_AAUxTUCY?si=dJQNapVhpkTZHYdI,FALSE,0,92662,212,1,BEGINNER,02:56:01,JAVA FRAMEWORK,2023-02-19,2023,2,19
JAVA COLLECTIONS FRAMEWORK | FULL COURSE,https://youtu.be/GdAon80-0KA?si=EnV67nVcZmBsqYRh,FALSE,0,332329,136,1,BEGINNER,03:25:11,JAVA FRAMEWORK,2021-05-14,2021,5,14
JAVA COLLECTIONS,https://youtube.com/playlist?list=PLUDwpEzHYYLu9-xrx5ykNH8wmN1C1qClk&si=TcFtuNQ85Ah-YAx6,FALSE,0,729730,57244,10,BEGINNER,10:00:00,JAVA FRAMEWORK,2023-07-13,2023,7,13
COLLECTIONS FRAMEWORK  IN JAVA,https://youtube.com/playlist?list=PLd3UqWTnYXOkVR3OR9UZGyEt9RFUbaTMZ&si=lQ95Qn4ngQmjpF3A,FALSE,0,10190757,348729,42,BEGINNER,07:00:00,JAVA FRAMEWORK,2014-03-03,2014,3,3
JAVA COLLECTION FRAMEWORK FULL COURSE ,https://www.youtube.com/live/Jv5EevtkKJM?si=3SyH7Ao2f8QpU00k,FALSE,0,6297,6,1,BEGINNER,01:41:10,JAVA FRAMEWORK,2022-10-19,2022,10,19
JAVA COLLECTIONS FRAMEWORK IN ONE SHOT ,https://youtu.be/-klVeM0x8K8?si=UEol1LcWCxsWfMPs,FALSE,0,33372,60,1,BEGINNER,01:13:54,JAVA FRAMEWORK,2023-05-10,2023,5,10
JAVA COLLECTIONS FRAMEWORK IN DEPTH,https://youtu.be/TT1-qsuHMXs?si=kZdTo0AgEpheRa5z,FALSE,0,10956,34,1,BEGINNER,00:41:25,JAVA FRAMEWORK,2023-10-26,2023,10,26
JAVA COLLECTIONS | COLLECTIONS FRAMEWORK IN JAVA,https://youtu.be/Ma7u6KEKzPE?si=3pkkImWd8cMGOjDI,FALSE,0,406769,144,1,BEGINNER,00:36:35,JAVA FRAMEWORK,2018-11-08,2018,11,8
"COLLECTIONS FRAMEWORK, VECTOR CLASS, ENUMS IN JAVA",https://youtu.be/9ogGan-R1pc?si=NJ9b3nVuhfroKTpz,FALSE,0,115171,190,1,BEGINNER,00:26:39,JAVA FRAMEWORK,2021-11-14,2021,11,14
SPRING FRAMEWORK AND MICROSERVICES FULL COURSE,https://youtu.be/Jl9OKQ92SJU?si=pCChp7hMPqHhz-Z5,FALSE,0,161000,109,1,BEGINNER,14:34:41,JAVA FRAMEWORK,2024-01-22,2024,1,22
SPRING FULL COURSE - LEARN SPRING FRAMEWORK IN 4 HOURS ,https://youtu.be/VvGjZgqojMc?si=ZhyeoFdcEWeE6Wr4,FALSE,0,734986,146,1,BEGINNER,03:38:24,JAVA FRAMEWORK,2020-01-12,2020,1,12
SPRING FRAMEWORK TUTORIAL ,https://youtu.be/If1Lw4pLLEo?si=fvAUTngTyn8IRc8X,FALSE,0,2139986,1015,1,BEGINNER,01:29:59,JAVA FRAMEWORK,2019-06-13,2019,6,13
SPRING FRAMEWORK TUTORIAL IN HINDI,https://youtube.com/playlist?list=PL0zysOflRCekeiERASkpi-crREVensZGS&si=-DAqi-ctMuYAN21X,FALSE,0,5779640,68825,78,BEGINNER,26:00:00,JAVA FRAMEWORK,2021-04-04,2021,4,4
"COMPLETE JAVA, SPRING, AND MICROSERVICES COURSE",https://youtube.com/playlist?list=PLsyeobzWxl7q6oUFts2erdot6jxF_lisP&si=OSZKGitRl7cvLswx,FALSE,0,81357,7392,12,BEGINNER,52:00:00,JAVA FRAMEWORK,2024-02-09,2024,2,9
SPRING FRAMEWORK TUTORIAL | SPRING TUTORIAL FOR BEGINNERS,https://youtu.be/rMLP-NEPgnM?si=AysodF-jGVe_CIdg,FALSE,0,669365,279,1,BEGINNER,00:57:54,JAVA FRAMEWORK,2017-05-18,2017,5,18
SPRING BOOT TUTORIAL FOR BEGINNERS (JAVA FRAMEWORK),https://youtu.be/vtPkZShrvXQ?si=Qu_4juscZ1zEsVz3,FALSE,0,1734095,862,1,BEGINNER,01:49:28,JAVA FRAMEWORK,2019-09-03,2019,9,3
SPRING BOOT (COMPLETE COURSE IN 16 HOURS) ,https://youtu.be/p_9iHOjF8yA?si=vA8euG5_6DP740bw,FALSE,0,30392,29,1,BEGINNER,05:05:38,JAVA FRAMEWORK,2022-05-13,2022,5,13
SPRING MVC TUTORIAL FOR BEGINNERS,https://youtu.be/Bel2aWpWZWE?si=47BYE9Ii2UMZqvdD,FALSE,0,64692,9,1,BEGINNER,00:19:18,JAVA FRAMEWORK,2019-08-01,2019,8,1
SPRING FRAMEWORK TUTORIAL WITH SPRINGBOOT,https://youtube.com/playlist?list=PLiOIhBfKi8AIYNWEjYy1zZFe1N8GvPRHR&si=-S47qhW6Vz2V9ZLZ,FALSE,0,58839,5739,72,BEGINNER,36:00:00,JAVA FRAMEWORK,2024-04-05,2024,4,5
SPRING CORE END TO END COURSE (IN 9 HOURS),https://youtu.be/H47ewetqyMw?si=tPPgxBfaBsIce-7W,FALSE,0,56769,32,1,BEGINNER,09:30:18,JAVA FRAMEWORK,2022-04-13,2022,4,13
SPRING BOOT FULL COURSE - LEARN SPRING BOOT IN 4 HOURS,https://youtu.be/UfOxcrxhC0s?si=_czJ4pxutfYub6TE,FALSE,0,1074051,178,1,BEGINNER,03:41:56,JAVA FRAMEWORK,2019-10-13,2019,10,13
STREAMS IN JAVA8 | COLLECTIONS IN JAVA ,https://youtu.be/nEno48RpDR4?si=j_W7xcUw2Kvks5ms,FALSE,0,18170,169,1,BEGINNER,01:15:09,JAVA FRAMEWORK,2023-10-29,2023,10,29
SPRING BOOT FULL COURSE | LEARN SPRING BOOT IN 10 HOURS,https://youtu.be/_thI-4AF7M8?si=CWP9okUaexfDhUNV,FALSE,0,375012,175,1,BEGINNER,09:43:22,JAVA FRAMEWORK,2021-12-15,2021,12,15
JAVA DATABASE CONNECTIVITY | JDBC,https://youtu.be/7v2OnUti2eM?si=qlBIbPBfLxTxn2WW,FALSE,0,179939,61,1,BEGINNER,00:20:33,JDBC,2023-09-12,2023,9,12
JDBC(JAVA DATABASE CONNECTIVITY),https://youtube.com/playlist?list=PL0zysOflRCenjuvOwumYLG9TCsEQZrV2M&si=TGQXqksOR7o-k1Vy,FALSE,0,997351,57383,13,BEGINNER,05:41:00,JDBC,2019-09-14,2019,9,14
JAVA JDBC TUTORIAL | JAVA DATABASE CONNECTIVITY,https://youtu.be/3OrEsC-QjUA?si=nuvqeJ0L0vcdF3WV,FALSE,0,303568,60,1,BEGINNER,00:32:46,JDBC,2020-07-06,2020,7,6
JAVA DATABASE CONNECTIVITY (JDBC) ,https://youtube.com/playlist?list=PLsyeobzWxl7rU7Jz3zDRpqB-EODzBbHOI&si=0rTdU50FgazD4LZp,FALSE,0,1515011,4882,7,BEGINNER,01:18:00,JDBC,2018-02-14,2018,2,14
"ADVANCE JAVA TUTORIAL VIDEOS || JDBC, SERVLET AND JSP BEGINNERS COURSE",https://youtube.com/playlist?list=PLlhM4lkb2sEjVsbbZ_kiixY5CcR84IQUg&si=M2qUn71eEiWGl2AB,FALSE,0,296806,43573,25,BEGINNER,06:00:00,JDBC,2024-04-29,2024,4,29
JAVA JDBC TUTORIAL,https://youtube.com/playlist?list=PLEAQNNR8IlB4R7NfqBY1frapYo97L6fOQ&si=_jLmuerbXXQ_3mO7,FALSE,0,1114152,47896,26,BEGINNER,02:16:00,JDBC,2014-11-02,2014,11,2
